id,code,name,account_type,chart_template_id/id,reconcile
account781620,781620,Immobilisations corporelles,Income,l10n_tn_account.l10n_tn_chart_template,FALSE
account781730,781730,Stocks et en-cours,Income,l10n_tn_account.l10n_tn_chart_template,FALSE
account781740,781740,Creances,Income,l10n_tn_account.l10n_tn_chart_template,FALSE
account781800,781800,Reprises sur provisions liees a une modification comptable inscrite aux resultats ou a une activite abandonnee,Income,l10n_tn_account.l10n_tn_chart_template,FALSE
account786500,786500,Reprises sur provisions pour risque et charges financieres,Income,l10n_tn_account.l10n_tn_chart_template,FALSE
account786600,786600,Reprises sur provisions pour depreciation des elements financiers,Income,l10n_tn_account.l10n_tn_chart_template,FALSE
account786800,786800,Reprises sur provisions (a inscrire dans les produits financiers) liees a une modification comptable inscrite aux resultats de o,Income,l10n_tn_account.l10n_tn_chart_template,FALSE
account790000,790000,Transferts de charges (A ventiler en fonction des comptes ou ont ete imputees les charges a transferer),Income,l10n_tn_account.l10n_tn_chart_template,FALSE
account999001,999001,Cash Difference Loss,Expenses,l10n_tn_account.l10n_tn_chart_template,FALSE
account999002,999002,Cash Difference Gain,Income,l10n_tn_account.l10n_tn_chart_template,FALSE
account999999,999999,Undistributed Profits/Losses,Current Year Earnings,l10n_tn_account.l10n_tn_chart_template,FALSE
